src,dst,edge_type
placenta_93,placenta_8,similarity
placenta_93,placenta_94,similarity
placenta_93,placenta_112,similarity
placenta_93,placenta_89,similarity
placenta_93,placenta_87,similarity
placenta_93,placenta_1,similarity
placenta_93,placenta_90,similarity
placenta_94,placenta_96,similarity
placenta_94,placenta_83,similarity
placenta_94,placenta_1,similarity
placenta_94,placenta_8,similarity
placenta_94,placenta_16,similarity
placenta_94,placenta_89,similarity
placenta_94,placenta_11,similarity
placenta_94,placenta_87,similarity
placenta_94,placenta_90,similarity
placenta_94,placenta_109,similarity
placenta_95,placenta_85,similarity
placenta_95,placenta_78,similarity
placenta_95,placenta_92,similarity
placenta_95,placenta_75,similarity
placenta_95,placenta_12,similarity
placenta_95,placenta_110,similarity
placenta_95,placenta_76,similarity
placenta_95,placenta_7,similarity
placenta_95,placenta_14,similarity
placenta_95,placenta_3,similarity
placenta_96,placenta_1,similarity
placenta_96,placenta_109,similarity
placenta_96,placenta_11,similarity
placenta_96,placenta_81,similarity
placenta_96,placenta_89,similarity
placenta_96,placenta_2,similarity
placenta_96,placenta_111,similarity
placenta_96,placenta_94,similarity
placenta_96,placenta_87,similarity
placenta_96,placenta_18,similarity
placenta_97,placenta_114,similarity
placenta_97,placenta_42,similarity
placenta_97,placenta_47,similarity
placenta_97,placenta_101,similarity
placenta_97,placenta_29,similarity
placenta_97,placenta_50,similarity
placenta_97,placenta_122,similarity
placenta_97,placenta_116,similarity
placenta_97,placenta_48,similarity
placenta_97,placenta_119,similarity
placenta_98,placenta_45,similarity
placenta_98,placenta_114,similarity
placenta_98,placenta_105,similarity
placenta_98,placenta_102,similarity
placenta_98,placenta_19,similarity
placenta_98,placenta_32,similarity
placenta_98,placenta_118,similarity
placenta_98,placenta_69,similarity
placenta_98,placenta_33,similarity
placenta_98,placenta_104,similarity
placenta_99,placenta_107,similarity
placenta_99,placenta_114,similarity
placenta_99,placenta_104,similarity
placenta_99,placenta_72,similarity
placenta_99,placenta_29,similarity
placenta_99,placenta_101,similarity
placenta_99,placenta_54,similarity
placenta_99,placenta_51,similarity
placenta_99,placenta_32,similarity
placenta_99,placenta_69,similarity
placenta_100,placenta_82,similarity
placenta_100,placenta_2,similarity
placenta_100,placenta_5,similarity
placenta_100,placenta_112,similarity
placenta_100,placenta_88,similarity
placenta_100,placenta_110,similarity
placenta_100,placenta_3,similarity
placenta_100,placenta_63,similarity
placenta_100,placenta_62,similarity
placenta_100,placenta_85,similarity
placenta_101,placenta_53,similarity
placenta_101,placenta_43,similarity
placenta_101,placenta_42,similarity
placenta_101,placenta_54,similarity
placenta_101,placenta_33,similarity
placenta_101,placenta_60,similarity
placenta_101,placenta_32,similarity
placenta_101,placenta_48,similarity
placenta_101,placenta_114,similarity
placenta_101,placenta_29,similarity
placenta_102,placenta_24,similarity
placenta_102,placenta_33,similarity
placenta_102,placenta_103,similarity
placenta_102,placenta_19,similarity
placenta_102,placenta_43,similarity
placenta_102,placenta_105,similarity
placenta_102,placenta_45,similarity
placenta_102,placenta_23,similarity
placenta_102,placenta_44,similarity
placenta_102,placenta_49,similarity
placenta_103,placenta_45,similarity
placenta_103,placenta_24,similarity
placenta_103,placenta_115,similarity
placenta_103,placenta_44,similarity
placenta_103,placenta_37,similarity
placenta_103,placenta_33,similarity
placenta_103,placenta_23,similarity
placenta_103,placenta_41,similarity
placenta_103,placenta_49,similarity
placenta_103,placenta_102,similarity
placenta_104,placenta_54,similarity
placenta_104,placenta_114,similarity
placenta_104,placenta_32,similarity
placenta_104,placenta_33,similarity
placenta_104,placenta_102,similarity
placenta_104,placenta_117,similarity
placenta_104,placenta_99,similarity
placenta_104,placenta_98,similarity
placenta_104,placenta_51,similarity
placenta_104,placenta_69,similarity
placenta_105,placenta_42,similarity
placenta_105,placenta_57,similarity
placenta_105,placenta_33,similarity
placenta_105,placenta_114,similarity
placenta_105,placenta_54,similarity
placenta_105,placenta_19,similarity
placenta_105,placenta_29,similarity
placenta_105,placenta_45,similarity
placenta_105,placenta_44,similarity
placenta_105,placenta_43,similarity
placenta_106,placenta_90,similarity
placenta_106,placenta_9,similarity
placenta_106,placenta_2,similarity
placenta_106,placenta_81,similarity
placenta_106,placenta_82,similarity
placenta_106,placenta_18,similarity
placenta_106,placenta_96,similarity
placenta_106,placenta_22,similarity
placenta_106,placenta_55,similarity
placenta_106,placenta_21,similarity
placenta_107,placenta_99,similarity
placenta_107,placenta_122,similarity
placenta_107,placenta_116,similarity
placenta_107,placenta_46,similarity
placenta_107,placenta_101,similarity
placenta_107,placenta_32,similarity
placenta_107,placenta_56,similarity
placenta_107,placenta_60,similarity
placenta_107,placenta_72,similarity
placenta_107,placenta_70,similarity
placenta_108,placenta_71,similarity
placenta_108,placenta_57,similarity
placenta_108,placenta_35,similarity
placenta_108,placenta_30,similarity
placenta_108,placenta_28,similarity
placenta_108,placenta_65,similarity
placenta_108,placenta_61,similarity
placenta_108,placenta_59,similarity
placenta_108,placenta_20,similarity
placenta_108,placenta_31,similarity
placenta_109,placenta_8,similarity
placenta_109,placenta_83,similarity
placenta_109,placenta_1,similarity
placenta_109,placenta_16,similarity
placenta_109,placenta_4,similarity
placenta_109,placenta_11,similarity
placenta_109,placenta_81,similarity
placenta_109,placenta_89,similarity
placenta_109,placenta_94,similarity
placenta_109,placenta_87,similarity
placenta_110,placenta_5,similarity
placenta_110,placenta_88,similarity
placenta_110,placenta_63,similarity
placenta_110,placenta_76,similarity
placenta_110,placenta_75,similarity
placenta_110,placenta_112,similarity
placenta_110,placenta_113,similarity
placenta_110,placenta_92,similarity
placenta_110,placenta_95,similarity
placenta_110,placenta_3,similarity
placenta_111,placenta_93,similarity
placenta_111,placenta_92,similarity
placenta_111,placenta_82,similarity
placenta_111,placenta_112,similarity
placenta_111,placenta_87,similarity
placenta_111,placenta_96,similarity
placenta_111,placenta_67,similarity
placenta_111,placenta_18,similarity
placenta_111,placenta_2,similarity
placenta_111,placenta_89,similarity
placenta_112,placenta_90,similarity
placenta_112,placenta_94,similarity
placenta_112,placenta_82,similarity
placenta_112,placenta_2,similarity
placenta_112,placenta_113,similarity
placenta_112,placenta_18,similarity
placenta_112,placenta_63,similarity
placenta_112,placenta_93,similarity
placenta_112,placenta_87,similarity
placenta_112,placenta_89,similarity
placenta_113,placenta_94,similarity
placenta_113,placenta_89,similarity
placenta_113,placenta_93,similarity
placenta_113,placenta_87,similarity
placenta_113,placenta_8,similarity
placenta_113,placenta_90,similarity
placenta_113,placenta_112,similarity
placenta_113,placenta_83,similarity
placenta_113,placenta_86,similarity
placenta_113,placenta_75,similarity
placenta_114,placenta_19,similarity
placenta_114,placenta_45,similarity
placenta_114,placenta_105,similarity
placenta_114,placenta_44,similarity
placenta_114,placenta_29,similarity
placenta_114,placenta_54,similarity
placenta_114,placenta_101,similarity
placenta_114,placenta_47,similarity
placenta_114,placenta_43,similarity
placenta_114,placenta_33,similarity
placenta_115,placenta_51,similarity
placenta_115,placenta_54,similarity
placenta_115,placenta_103,similarity
placenta_115,placenta_19,similarity
placenta_115,placenta_105,similarity
placenta_115,placenta_41,similarity
placenta_115,placenta_104,similarity
placenta_115,placenta_44,similarity
placenta_115,placenta_49,similarity
placenta_115,placenta_102,similarity
placenta_116,placenta_33,similarity
placenta_116,placenta_47,similarity
placenta_116,placenta_122,similarity
placenta_116,placenta_70,similarity
placenta_116,placenta_54,similarity
placenta_116,placenta_48,similarity
placenta_116,placenta_101,similarity
placenta_116,placenta_114,similarity
placenta_116,placenta_60,similarity
placenta_116,placenta_97,similarity
placenta_117,placenta_107,similarity
placenta_117,placenta_101,similarity
placenta_117,placenta_55,similarity
placenta_117,placenta_72,similarity
placenta_117,placenta_98,similarity
placenta_117,placenta_32,similarity
placenta_117,placenta_99,similarity
placenta_117,placenta_51,similarity
placenta_117,placenta_104,similarity
placenta_117,placenta_69,similarity
placenta_118,placenta_27,similarity
placenta_118,placenta_68,similarity
placenta_118,placenta_42,similarity
placenta_118,placenta_25,similarity
placenta_118,placenta_45,similarity
placenta_118,placenta_52,similarity
placenta_118,placenta_120,similarity
placenta_118,placenta_39,similarity
placenta_118,placenta_66,similarity
placenta_118,placenta_40,similarity
placenta_119,placenta_114,similarity
placenta_119,placenta_122,similarity
placenta_119,placenta_24,similarity
placenta_119,placenta_39,similarity
placenta_119,placenta_57,similarity
placenta_119,placenta_26,similarity
placenta_119,placenta_97,similarity
placenta_119,placenta_47,similarity
placenta_119,placenta_42,similarity
placenta_119,placenta_50,similarity
placenta_120,placenta_61,similarity
placenta_120,placenta_118,similarity
placenta_120,placenta_68,similarity
placenta_120,placenta_42,similarity
placenta_120,placenta_52,similarity
placenta_120,placenta_66,similarity
placenta_120,placenta_57,similarity
placenta_120,placenta_50,similarity
placenta_120,placenta_39,similarity
placenta_120,placenta_40,similarity
placenta_121,placenta_49,similarity
placenta_121,placenta_28,similarity
placenta_121,placenta_30,similarity
placenta_121,placenta_20,similarity
placenta_121,placenta_35,similarity
placenta_121,placenta_38,similarity
placenta_121,placenta_108,similarity
placenta_121,placenta_65,similarity
placenta_121,placenta_59,similarity
placenta_121,placenta_31,similarity
placenta_122,placenta_25,similarity
placenta_122,placenta_70,similarity
placenta_122,placenta_97,similarity
placenta_122,placenta_46,similarity
placenta_122,placenta_56,similarity
placenta_122,placenta_36,similarity
placenta_122,placenta_68,similarity
placenta_122,placenta_53,similarity
placenta_122,placenta_60,similarity
placenta_122,placenta_58,similarity
placenta_0,placenta_5,ancestry
placenta_0,placenta_6,ancestry
placenta_0,placenta_7,ancestry
placenta_0,placenta_9,ancestry
placenta_0,placenta_12,ancestry
placenta_0,placenta_16,ancestry
placenta_0,placenta_18,ancestry
placenta_0,placenta_19,ancestry
placenta_0,placenta_20,ancestry
placenta_0,placenta_22,ancestry
placenta_0,placenta_23,ancestry
placenta_0,placenta_27,ancestry
placenta_0,placenta_28,ancestry
placenta_0,placenta_31,ancestry
placenta_0,placenta_32,ancestry
placenta_0,placenta_33,ancestry
placenta_0,placenta_35,ancestry
placenta_0,placenta_36,ancestry
placenta_0,placenta_37,ancestry
placenta_0,placenta_38,ancestry
placenta_0,placenta_39,ancestry
placenta_0,placenta_40,ancestry
placenta_0,placenta_41,ancestry
placenta_0,placenta_42,ancestry
placenta_0,placenta_43,ancestry
placenta_0,placenta_44,ancestry
placenta_0,placenta_45,ancestry
placenta_0,placenta_47,ancestry
placenta_0,placenta_50,ancestry
placenta_0,placenta_53,ancestry
placenta_0,placenta_55,ancestry
placenta_0,placenta_58,ancestry
placenta_0,placenta_59,ancestry
placenta_0,placenta_61,ancestry
placenta_0,placenta_62,ancestry
placenta_0,placenta_64,ancestry
placenta_0,placenta_66,ancestry
placenta_0,placenta_68,ancestry
placenta_0,placenta_71,ancestry
placenta_0,placenta_75,ancestry
placenta_0,placenta_76,ancestry
placenta_0,placenta_84,ancestry
placenta_0,placenta_87,ancestry
placenta_0,placenta_88,ancestry
placenta_0,placenta_92,ancestry
placenta_0,placenta_97,ancestry
placenta_0,placenta_99,ancestry
placenta_0,placenta_100,ancestry
placenta_0,placenta_101,ancestry
placenta_0,placenta_102,ancestry
placenta_0,placenta_105,ancestry
placenta_0,placenta_106,ancestry
placenta_0,placenta_107,ancestry
placenta_0,placenta_109,ancestry
placenta_0,placenta_110,ancestry
placenta_0,placenta_113,ancestry
placenta_0,placenta_115,ancestry
placenta_0,placenta_116,ancestry
placenta_0,placenta_117,ancestry
placenta_0,placenta_118,ancestry
placenta_0,placenta_120,ancestry
placenta_0,placenta_121,ancestry
placenta_0,placenta_122,ancestry
placenta_1,placenta_2,ancestry
placenta_1,placenta_4,ancestry
placenta_1,placenta_10,ancestry
placenta_1,placenta_11,ancestry
placenta_1,placenta_15,ancestry
placenta_1,placenta_17,ancestry
placenta_1,placenta_21,ancestry
placenta_1,placenta_25,ancestry
placenta_1,placenta_34,ancestry
placenta_1,placenta_46,ancestry
placenta_1,placenta_48,ancestry
placenta_1,placenta_54,ancestry
placenta_1,placenta_60,ancestry
placenta_1,placenta_65,ancestry
placenta_1,placenta_69,ancestry
placenta_1,placenta_70,ancestry
placenta_1,placenta_72,ancestry
placenta_1,placenta_73,ancestry
placenta_1,placenta_74,ancestry
placenta_1,placenta_78,ancestry
placenta_1,placenta_80,ancestry
placenta_1,placenta_81,ancestry
placenta_1,placenta_82,ancestry
placenta_1,placenta_83,ancestry
placenta_1,placenta_86,ancestry
placenta_1,placenta_90,ancestry
placenta_1,placenta_96,ancestry
placenta_1,placenta_104,ancestry
placenta_1,placenta_111,ancestry
placenta_1,placenta_119,ancestry
placenta_2,placenta_4,ancestry
placenta_2,placenta_10,ancestry
placenta_2,placenta_11,ancestry
placenta_2,placenta_15,ancestry
placenta_2,placenta_17,ancestry
placenta_2,placenta_21,ancestry
placenta_2,placenta_25,ancestry
placenta_2,placenta_34,ancestry
placenta_2,placenta_46,ancestry
placenta_2,placenta_48,ancestry
placenta_2,placenta_54,ancestry
placenta_2,placenta_60,ancestry
placenta_2,placenta_65,ancestry
placenta_2,placenta_69,ancestry
placenta_2,placenta_70,ancestry
placenta_2,placenta_72,ancestry
placenta_2,placenta_73,ancestry
placenta_2,placenta_74,ancestry
placenta_2,placenta_78,ancestry
placenta_2,placenta_80,ancestry
placenta_2,placenta_81,ancestry
placenta_2,placenta_82,ancestry
placenta_2,placenta_83,ancestry
placenta_2,placenta_86,ancestry
placenta_2,placenta_90,ancestry
placenta_2,placenta_96,ancestry
placenta_2,placenta_104,ancestry
placenta_2,placenta_111,ancestry
placenta_2,placenta_119,ancestry
placenta_3,placenta_8,ancestry
placenta_3,placenta_13,ancestry
placenta_3,placenta_14,ancestry
placenta_3,placenta_24,ancestry
placenta_3,placenta_63,ancestry
placenta_3,placenta_67,ancestry
placenta_3,placenta_77,ancestry
placenta_3,placenta_79,ancestry
placenta_3,placenta_85,ancestry
placenta_3,placenta_89,ancestry
placenta_3,placenta_91,ancestry
placenta_3,placenta_93,ancestry
placenta_3,placenta_94,ancestry
placenta_3,placenta_95,ancestry
placenta_3,placenta_112,ancestry
placenta_4,placenta_10,ancestry
placenta_4,placenta_11,ancestry
placenta_4,placenta_15,ancestry
placenta_4,placenta_17,ancestry
placenta_4,placenta_21,ancestry
placenta_4,placenta_25,ancestry
placenta_4,placenta_34,ancestry
placenta_4,placenta_46,ancestry
placenta_4,placenta_48,ancestry
placenta_4,placenta_54,ancestry
placenta_4,placenta_60,ancestry
placenta_4,placenta_65,ancestry
placenta_4,placenta_69,ancestry
placenta_4,placenta_70,ancestry
placenta_4,placenta_72,ancestry
placenta_4,placenta_73,ancestry
placenta_4,placenta_74,ancestry
placenta_4,placenta_78,ancestry
placenta_4,placenta_80,ancestry
placenta_4,placenta_81,ancestry
placenta_4,placenta_82,ancestry
placenta_4,placenta_83,ancestry
placenta_4,placenta_86,ancestry
placenta_4,placenta_90,ancestry
placenta_4,placenta_96,ancestry
placenta_4,placenta_104,ancestry
placenta_4,placenta_111,ancestry
placenta_4,placenta_119,ancestry
placenta_5,placenta_6,ancestry
placenta_5,placenta_7,ancestry
placenta_5,placenta_9,ancestry
placenta_5,placenta_12,ancestry
placenta_5,placenta_16,ancestry
placenta_5,placenta_18,ancestry
placenta_5,placenta_19,ancestry
placenta_5,placenta_20,ancestry
placenta_5,placenta_22,ancestry
placenta_5,placenta_23,ancestry
placenta_5,placenta_27,ancestry
placenta_5,placenta_28,ancestry
placenta_5,placenta_31,ancestry
placenta_5,placenta_32,ancestry
placenta_5,placenta_33,ancestry
placenta_5,placenta_35,ancestry
placenta_5,placenta_36,ancestry
placenta_5,placenta_37,ancestry
placenta_5,placenta_38,ancestry
placenta_5,placenta_39,ancestry
placenta_5,placenta_40,ancestry
placenta_5,placenta_41,ancestry
placenta_5,placenta_42,ancestry
placenta_5,placenta_43,ancestry
placenta_5,placenta_44,ancestry
placenta_5,placenta_45,ancestry
placenta_5,placenta_47,ancestry
placenta_5,placenta_50,ancestry
placenta_5,placenta_53,ancestry
placenta_5,placenta_55,ancestry
placenta_5,placenta_58,ancestry
placenta_5,placenta_59,ancestry
placenta_5,placenta_61,ancestry
placenta_5,placenta_62,ancestry
placenta_5,placenta_64,ancestry
placenta_5,placenta_66,ancestry
placenta_5,placenta_68,ancestry
placenta_5,placenta_71,ancestry
placenta_5,placenta_75,ancestry
placenta_5,placenta_76,ancestry
placenta_5,placenta_84,ancestry
placenta_5,placenta_87,ancestry
placenta_5,placenta_88,ancestry
placenta_5,placenta_92,ancestry
placenta_5,placenta_97,ancestry
placenta_5,placenta_99,ancestry
placenta_5,placenta_100,ancestry
placenta_5,placenta_101,ancestry
placenta_5,placenta_102,ancestry
placenta_5,placenta_105,ancestry
placenta_5,placenta_106,ancestry
placenta_5,placenta_107,ancestry
placenta_5,placenta_109,ancestry
placenta_5,placenta_110,ancestry
placenta_5,placenta_113,ancestry
placenta_5,placenta_115,ancestry
placenta_5,placenta_116,ancestry
placenta_5,placenta_117,ancestry
placenta_5,placenta_118,ancestry
placenta_5,placenta_120,ancestry
placenta_5,placenta_121,ancestry
placenta_5,placenta_122,ancestry
placenta_6,placenta_7,ancestry
placenta_6,placenta_9,ancestry
placenta_6,placenta_12,ancestry
placenta_6,placenta_16,ancestry
placenta_6,placenta_18,ancestry
placenta_6,placenta_19,ancestry
placenta_6,placenta_20,ancestry
placenta_6,placenta_22,ancestry
placenta_6,placenta_23,ancestry
placenta_6,placenta_27,ancestry
placenta_6,placenta_28,ancestry
placenta_6,placenta_31,ancestry
placenta_6,placenta_32,ancestry
placenta_6,placenta_33,ancestry
placenta_6,placenta_35,ancestry
placenta_6,placenta_36,ancestry
placenta_6,placenta_37,ancestry
placenta_6,placenta_38,ancestry
placenta_6,placenta_39,ancestry
placenta_6,placenta_40,ancestry
placenta_6,placenta_41,ancestry
placenta_6,placenta_42,ancestry
placenta_6,placenta_43,ancestry
placenta_6,placenta_44,ancestry
placenta_6,placenta_45,ancestry
placenta_6,placenta_47,ancestry
placenta_6,placenta_50,ancestry
placenta_6,placenta_53,ancestry
placenta_6,placenta_55,ancestry
placenta_6,placenta_58,ancestry
placenta_6,placenta_59,ancestry
placenta_6,placenta_61,ancestry
placenta_6,placenta_62,ancestry
placenta_6,placenta_64,ancestry
placenta_6,placenta_66,ancestry
placenta_6,placenta_68,ancestry
placenta_6,placenta_71,ancestry
placenta_6,placenta_75,ancestry
placenta_6,placenta_76,ancestry
placenta_6,placenta_84,ancestry
placenta_6,placenta_87,ancestry
placenta_6,placenta_88,ancestry
placenta_6,placenta_92,ancestry
placenta_6,placenta_97,ancestry
placenta_6,placenta_99,ancestry
placenta_6,placenta_100,ancestry
placenta_6,placenta_101,ancestry
placenta_6,placenta_102,ancestry
placenta_6,placenta_105,ancestry
placenta_6,placenta_106,ancestry
placenta_6,placenta_107,ancestry
placenta_6,placenta_109,ancestry
placenta_6,placenta_110,ancestry
placenta_6,placenta_113,ancestry
placenta_6,placenta_115,ancestry
placenta_6,placenta_116,ancestry
placenta_6,placenta_117,ancestry
placenta_6,placenta_118,ancestry
placenta_6,placenta_120,ancestry
placenta_6,placenta_121,ancestry
placenta_6,placenta_122,ancestry
placenta_7,placenta_9,ancestry
placenta_7,placenta_12,ancestry
placenta_7,placenta_16,ancestry
placenta_7,placenta_18,ancestry
placenta_7,placenta_19,ancestry
placenta_7,placenta_20,ancestry
placenta_7,placenta_22,ancestry
placenta_7,placenta_23,ancestry
placenta_7,placenta_27,ancestry
placenta_7,placenta_28,ancestry
placenta_7,placenta_31,ancestry
placenta_7,placenta_32,ancestry
placenta_7,placenta_33,ancestry
placenta_7,placenta_35,ancestry
placenta_7,placenta_36,ancestry
placenta_7,placenta_37,ancestry
placenta_7,placenta_38,ancestry
placenta_7,placenta_39,ancestry
placenta_7,placenta_40,ancestry
placenta_7,placenta_41,ancestry
placenta_7,placenta_42,ancestry
placenta_7,placenta_43,ancestry
placenta_7,placenta_44,ancestry
placenta_7,placenta_45,ancestry
placenta_7,placenta_47,ancestry
placenta_7,placenta_50,ancestry
placenta_7,placenta_53,ancestry
placenta_7,placenta_55,ancestry
placenta_7,placenta_58,ancestry
placenta_7,placenta_59,ancestry
placenta_7,placenta_61,ancestry
placenta_7,placenta_62,ancestry
placenta_7,placenta_64,ancestry
placenta_7,placenta_66,ancestry
placenta_7,placenta_68,ancestry
placenta_7,placenta_71,ancestry
placenta_7,placenta_75,ancestry
placenta_7,placenta_76,ancestry
placenta_7,placenta_84,ancestry
placenta_7,placenta_87,ancestry
placenta_7,placenta_88,ancestry
placenta_7,placenta_92,ancestry
placenta_7,placenta_97,ancestry
placenta_7,placenta_99,ancestry
placenta_7,placenta_100,ancestry
placenta_7,placenta_101,ancestry
placenta_7,placenta_102,ancestry
placenta_7,placenta_105,ancestry
placenta_7,placenta_106,ancestry
placenta_7,placenta_107,ancestry
placenta_7,placenta_109,ancestry
placenta_7,placenta_110,ancestry
placenta_7,placenta_113,ancestry
placenta_7,placenta_115,ancestry
placenta_7,placenta_116,ancestry
placenta_7,placenta_117,ancestry
placenta_7,placenta_118,ancestry
placenta_7,placenta_120,ancestry
placenta_7,placenta_121,ancestry
placenta_7,placenta_122,ancestry
placenta_8,placenta_13,ancestry
placenta_8,placenta_14,ancestry
placenta_8,placenta_24,ancestry
placenta_8,placenta_63,ancestry
placenta_8,placenta_67,ancestry
placenta_8,placenta_77,ancestry
placenta_8,placenta_79,ancestry
placenta_8,placenta_85,ancestry
placenta_8,placenta_89,ancestry
placenta_8,placenta_91,ancestry
placenta_8,placenta_93,ancestry
placenta_8,placenta_94,ancestry
placenta_8,placenta_95,ancestry
placenta_8,placenta_112,ancestry
placenta_9,placenta_12,ancestry
placenta_9,placenta_16,ancestry
placenta_9,placenta_18,ancestry
placenta_9,placenta_19,ancestry
placenta_9,placenta_20,ancestry
placenta_9,placenta_22,ancestry
placenta_9,placenta_23,ancestry
placenta_9,placenta_27,ancestry
placenta_9,placenta_28,ancestry
placenta_9,placenta_31,ancestry
placenta_9,placenta_32,ancestry
placenta_9,placenta_33,ancestry
placenta_9,placenta_35,ancestry
placenta_9,placenta_36,ancestry
placenta_9,placenta_37,ancestry
placenta_9,placenta_38,ancestry
placenta_9,placenta_39,ancestry
placenta_9,placenta_40,ancestry
placenta_9,placenta_41,ancestry
placenta_9,placenta_42,ancestry
placenta_9,placenta_43,ancestry
placenta_9,placenta_44,ancestry
placenta_9,placenta_45,ancestry
placenta_9,placenta_47,ancestry
placenta_9,placenta_50,ancestry
placenta_9,placenta_53,ancestry
placenta_9,placenta_55,ancestry
placenta_9,placenta_58,ancestry
placenta_9,placenta_59,ancestry
placenta_9,placenta_61,ancestry
placenta_9,placenta_62,ancestry
placenta_9,placenta_64,ancestry
placenta_9,placenta_66,ancestry
placenta_9,placenta_68,ancestry
placenta_9,placenta_71,ancestry
placenta_9,placenta_75,ancestry
placenta_9,placenta_76,ancestry
placenta_9,placenta_84,ancestry
placenta_9,placenta_87,ancestry
placenta_9,placenta_88,ancestry
placenta_9,placenta_92,ancestry
placenta_9,placenta_97,ancestry
placenta_9,placenta_99,ancestry
placenta_9,placenta_100,ancestry
placenta_9,placenta_101,ancestry
placenta_9,placenta_102,ancestry
placenta_9,placenta_105,ancestry
placenta_9,placenta_106,ancestry
placenta_9,placenta_107,ancestry
placenta_9,placenta_109,ancestry
placenta_9,placenta_110,ancestry
placenta_9,placenta_113,ancestry
placenta_9,placenta_115,ancestry
placenta_9,placenta_116,ancestry
placenta_9,placenta_117,ancestry
placenta_9,placenta_118,ancestry
placenta_9,placenta_120,ancestry
placenta_9,placenta_121,ancestry
placenta_9,placenta_122,ancestry
placenta_10,placenta_11,ancestry
placenta_10,placenta_15,ancestry
placenta_10,placenta_17,ancestry
placenta_10,placenta_21,ancestry
placenta_10,placenta_25,ancestry
placenta_10,placenta_34,ancestry
placenta_10,placenta_46,ancestry
placenta_10,placenta_48,ancestry
placenta_10,placenta_54,ancestry
placenta_10,placenta_60,ancestry
placenta_10,placenta_65,ancestry
placenta_10,placenta_69,ancestry
placenta_10,placenta_70,ancestry
placenta_10,placenta_72,ancestry
placenta_10,placenta_73,ancestry
placenta_10,placenta_74,ancestry
placenta_10,placenta_78,ancestry
placenta_10,placenta_80,ancestry
placenta_10,placenta_81,ancestry
placenta_10,placenta_82,ancestry
placenta_10,placenta_83,ancestry
placenta_10,placenta_86,ancestry
placenta_10,placenta_90,ancestry
placenta_10,placenta_96,ancestry
placenta_10,placenta_104,ancestry
placenta_10,placenta_111,ancestry
placenta_10,placenta_119,ancestry
placenta_11,placenta_15,ancestry
placenta_11,placenta_17,ancestry
placenta_11,placenta_21,ancestry
placenta_11,placenta_25,ancestry
placenta_11,placenta_34,ancestry
placenta_11,placenta_46,ancestry
placenta_11,placenta_48,ancestry
placenta_11,placenta_54,ancestry
placenta_11,placenta_60,ancestry
placenta_11,placenta_65,ancestry
placenta_11,placenta_69,ancestry
placenta_11,placenta_70,ancestry
placenta_11,placenta_72,ancestry
placenta_11,placenta_73,ancestry
placenta_11,placenta_74,ancestry
placenta_11,placenta_78,ancestry
placenta_11,placenta_80,ancestry
placenta_11,placenta_81,ancestry
placenta_11,placenta_82,ancestry
placenta_11,placenta_83,ancestry
placenta_11,placenta_86,ancestry
placenta_11,placenta_90,ancestry
placenta_11,placenta_96,ancestry
placenta_11,placenta_104,ancestry
placenta_11,placenta_111,ancestry
placenta_11,placenta_119,ancestry
placenta_12,placenta_16,ancestry
placenta_12,placenta_18,ancestry
placenta_12,placenta_19,ancestry
placenta_12,placenta_20,ancestry
placenta_12,placenta_22,ancestry
placenta_12,placenta_23,ancestry
placenta_12,placenta_27,ancestry
placenta_12,placenta_28,ancestry
placenta_12,placenta_31,ancestry
placenta_12,placenta_32,ancestry
placenta_12,placenta_33,ancestry
placenta_12,placenta_35,ancestry
placenta_12,placenta_36,ancestry
placenta_12,placenta_37,ancestry
placenta_12,placenta_38,ancestry
placenta_12,placenta_39,ancestry
placenta_12,placenta_40,ancestry
placenta_12,placenta_41,ancestry
placenta_12,placenta_42,ancestry
placenta_12,placenta_43,ancestry
placenta_12,placenta_44,ancestry
placenta_12,placenta_45,ancestry
placenta_12,placenta_47,ancestry
placenta_12,placenta_50,ancestry
placenta_12,placenta_53,ancestry
placenta_12,placenta_55,ancestry
placenta_12,placenta_58,ancestry
placenta_12,placenta_59,ancestry
placenta_12,placenta_61,ancestry
placenta_12,placenta_62,ancestry
placenta_12,placenta_64,ancestry
placenta_12,placenta_66,ancestry
placenta_12,placenta_68,ancestry
placenta_12,placenta_71,ancestry
placenta_12,placenta_75,ancestry
placenta_12,placenta_76,ancestry
placenta_12,placenta_84,ancestry
placenta_12,placenta_87,ancestry
placenta_12,placenta_88,ancestry
placenta_12,placenta_92,ancestry
placenta_12,placenta_97,ancestry
placenta_12,placenta_99,ancestry
placenta_12,placenta_100,ancestry
placenta_12,placenta_101,ancestry
placenta_12,placenta_102,ancestry
placenta_12,placenta_105,ancestry
placenta_12,placenta_106,ancestry
placenta_12,placenta_107,ancestry
placenta_12,placenta_109,ancestry
placenta_12,placenta_110,ancestry
placenta_12,placenta_113,ancestry
placenta_12,placenta_115,ancestry
placenta_12,placenta_116,ancestry
placenta_12,placenta_117,ancestry
placenta_12,placenta_118,ancestry
placenta_12,placenta_120,ancestry
placenta_12,placenta_121,ancestry
placenta_12,placenta_122,ancestry
placenta_13,placenta_14,ancestry
placenta_13,placenta_24,ancestry
placenta_13,placenta_63,ancestry
placenta_13,placenta_67,ancestry
placenta_13,placenta_77,ancestry
placenta_13,placenta_79,ancestry
placenta_13,placenta_85,ancestry
placenta_13,placenta_89,ancestry
placenta_13,placenta_91,ancestry
placenta_13,placenta_93,ancestry
placenta_13,placenta_94,ancestry
